"","Line","UWC","Region","State","Segment","FirstQuoteYear","FirstEffYear","mnln_cd","coast_ind","earlyshop_mth_bkt","SPRNKL_IND_bkt","SUM_BLD_SQFTAGE_bkt","LOC_BLD_AGE_bkt","bld_ind"
"276","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"278","CMP","DENVER","WESTERN","CA","APARTMENTS","2017","2017","MULTI","N","a.0","b.N","e.11300+","c.<40","1"
"279","CMP","DENVER","WESTERN","AZ","CONTRACTORS","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"280","CMP","METRO","NORTHEAST","NY","CONTRACTORS","2016","2017","MPAC","Y","b.1","b.N","b.<1800","d.<70","0"
"281","CMP","DENVER","WESTERN","WA","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"282","CMP","DENVER","WESTERN","WA","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<15","1"
"283","CMP","DIAMOND BAR","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","c.2","b.N","c.<4250","d.<70","1"
"284","CMP","DENVER","WESTERN","CA","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"285","CMP","DENVER","WESTERN","NM","STORE","2017","2017","MULTI","N","b.1","b.N","c.<4250","d.<70","1"
"286","CMP","DENVER","WESTERN","AZ","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"289","CMP","DENVER","WESTERN","UT","RESTAURANTS","2017","2017","MPAC","N","c.2","b.N","d.<11300","c.<40","1"
"290","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"291","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"293","CMP","ATLANTA","SOUTHERN","GA","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"295","CMP","HUNT VALLEY","MID-ATLANTIC","NJ","APARTMENTS","2017","2017","MPAC","Y","a.0","b.N","d.<11300","e.70+","1"
"297","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"299","CMP","HARTFORD","NORTHEAST","NY","GARAGE","2016","2016","MPAC","N","c.2","b.N","c.<4250","b.<15","1"
"301","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MULTI","N","b.1","a.Y","d.<11300","d.<70","1"
"303","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","a.0","b.N","e.11300+","d.<70","1"
"305","CMP","NAPERVILLE","CENTRAL","MI","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"306","CMP","KANSAS CITY","CENTRAL","IA","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<25","0"
"307","CMP","DALLAS","SOUTH CENTRAL","TX","INSTITUTIONAL","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<25","1"
"309","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"311","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","b.<15","1"
"312","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"313","CMP","HUNT VALLEY","MID-ATLANTIC","VA","STORE","2017","2017","MULTI","Y","b.1","b.N","b.<1800","d.<70","0"
"314","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUILDING","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","1"
"315","CMP","KANSAS CITY","SOUTH CENTRAL","OK","OFFICE","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"316","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","c.<40","0"
"318","CMP","HARTFORD","NORTHEAST","NY","BUSINESS","2017","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","1"
"320","CMP","HUNT VALLEY","MID-ATLANTIC","WV","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"321","CMP","KANSAS CITY","CENTRAL","CA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"322","CMP","HARTFORD","NORTHEAST","CT","BUSINESS","2017","2017","MPAC","Y","b.1","b.N","b.<1800","b.<15","0"
"323","CMP","HUNT VALLEY","MID-ATLANTIC","MD","CONDOMINIUMS","2017","2017","MPAC","N","c.2","b.N","e.11300+","d.<70","1"
"325","CMP","HARTFORD","NORTHEAST","CT","BUSINESS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"330","CMP","KANSAS CITY","SOUTH CENTRAL","MO","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<25","1"
"331","CMP","DENVER","WESTERN","NM","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"332","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"333","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"334","CMP","ATLANTA","SOUTHERN","AL","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"335","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<25","1"
"336","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"337","CMP","ATLANTA","SOUTHERN","MS","BUILDING","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"338","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"339","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"340","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"341","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"342","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONDOMINIUMS","2017","2017","MPAC","N","b.1","a.Y","d.<11300","b.<15","1"
"343","CMP","DENVER","WESTERN","NM","BUILDING","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","1"
"345","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"346","CMP","DENVER","WESTERN","AZ","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"347","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"348","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUILDING","2017","2017","MULTI","N","c.2","b.N","e.11300+","c.<40","1"
"349","CMP","KANSAS CITY","CENTRAL","WA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"350","CMP","NAPERVILLE","CENTRAL","IL","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"352","CMP","DENVER","WESTERN","NM","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"353","CMP","KANSAS CITY","SOUTH CENTRAL","AR","BUILDING","2016","2016","MPAC","N","e.4","b.N","d.<11300","b.<15","1"
"355","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"356","CMP","HUNT VALLEY","MID-ATLANTIC","WV","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"357","CMP","HUNT VALLEY","MID-ATLANTIC","CA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"358","CMP","NAPERVILLE","CENTRAL","IL","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"359","CMP","BRAINTREE","NORTHEAST","MA","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"360","CMP","ATLANTA","SOUTHERN","GA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"361","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","b.1","b.N","c.<4250","b.<25","1"
"362","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MPAC","N","d.3","b.N","c.<4250","d.<70","1"
"363","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"364","CMP","DENVER","WESTERN","OR","APARTMENTS","2017","2017","MPAC","N","b.1","a.Y","e.11300+","e.70+","1"
"365","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"366","CMP","DENVER","WESTERN","WA","TECH OFFICE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"367","CMP","CHARLOTTE","SOUTHERN","NC","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"369","CMP","KANSAS CITY","SOUTH CENTRAL","AR","OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","e.70+","0"
"371","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"372","CMP","DIAMOND BAR","CALIFORNIA","CA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"373","CMP","DENVER","WESTERN","NM","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"376","CMP","HARTFORD","NORTHEAST","NY","STORE","2016","2016","MULTI","N","a.0","b.N","d.<11300","b.<25","1"
"377","CMP","HUNT VALLEY","MID-ATLANTIC","NY","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"379","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"380","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONDOMINIUMS","2017","2017","MULTI","N","c.2","b.N","e.11300+","b.<25","1"
"381","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"382","CMP","CHARLOTTE","SOUTHERN","SC","BUILDING","2017","2017","MPAC","N","a.0","b.N","e.11300+","d.<70","1"
"383","CMP","KANSAS CITY","CENTRAL","MN","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"384","CMP","KANSAS CITY","CENTRAL","MN","BUILDING","2017","2017","MPAC","N","a.0","b.N","e.11300+","c.<40","1"
"385","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"386","CMP","WALNUT CREEK","CALIFORNIA","CA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"387","CMP","NAPERVILLE","CENTRAL","IL","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"388","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"389","CMP","DENVER","WESTERN","WA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<15","1"
"390","CMP","HARTFORD","NORTHEAST","NY","STORE","2016","2016","MULTI","N","c.2","b.N","d.<11300","d.<70","1"
"391","CMP","ATLANTA","SOUTHERN","AL","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"392","CMP","KANSAS CITY","CENTRAL","MN","OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"394","CMP","NAPERVILLE","CENTRAL","IN","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"396","CMP","METRO","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"397","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","d.3","b.N","b.<1800","d.<70","0"
"398","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","d.3","b.N","b.<1800","d.<70","0"
"399","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","Y","b.1","b.N","b.<1800","c.<40","0"
"400","CMP","METRO","MID-ATLANTIC","NJ","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"402","CMP","KANSAS CITY","CENTRAL","CA","OFFICE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","c.<40","0"
"403","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"404","CMP","NAPERVILLE","CENTRAL","KY","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"406","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"408","CMP","HARTFORD","NORTHEAST","CT","BUILDING","2017","2017","MPAC","Y","d.3","b.N","c.<4250","b.<25","1"
"409","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<15","0"
"412","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"415","CMP","BRAINTREE","NORTHEAST","MA","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"417","CMP","DENVER","WESTERN","TX","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"418","CMP","KANSAS CITY","CENTRAL","MN","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","e.70+","0"
"419","CMP","CHARLOTTE","SOUTHERN","KY","STORE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"420","CMP","DENVER","WESTERN","NV","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"421","CMP","NAPERVILLE","CENTRAL","IL","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"423","CMP","DENVER","WESTERN","NM","CONTRACTORS","2016","2016","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"424","CMP","KANSAS CITY","CENTRAL","IA","CONDOMINIUMS","2017","2017","MULTI","N","b.1","b.N","e.11300+","b.<15","1"
"425","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"426","CMP","DENVER","WESTERN","ID","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"428","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","c.<40","1"
"429","CMP","DENVER","WESTERN","UT","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"430","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"431","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"432","CMP","KANSAS CITY","CENTRAL","IA","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","b.<15","1"
"433","CMP","DENVER","WESTERN","AZ","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"434","CMP","ATLANTA","SOUTHERN","AL","RESTAURANTS","2017","2018","MULTI","N","e.4","a.Y","b.<1800","b.<25","0"
"435","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"436","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"437","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"438","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"439","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2018","MULTI","N","e.4","b.N","b.<1800","b.<25","0"
"442","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2016","2017","MULTI","N","e.4","b.N","d.<11300","d.<70","1"
"443","CMP","HUNT VALLEY","MID-ATLANTIC","NC","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","e.70+","0"
"444","CMP","NAPERVILLE","CENTRAL","IL","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"447","CMP","NAPERVILLE","CENTRAL","MI","BUILDING","2016","2016","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"448","CMP","HUNT VALLEY","MID-ATLANTIC","MD","GARAGE","2017","2018","MPAC","N","e.4","b.N","d.<11300","d.<70","1"
"450","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"451","CMP","DENVER","WESTERN","UT","RESTAURANTS","2016","2016","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"452","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"453","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"454","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"456","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2016","2016","MPAC","N","c.2","b.N","d.<11300","c.<40","1"
"457","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MULTI","Y","a.0","b.N","b.<1800","c.<40","0"
"458","CMP","KANSAS CITY","SOUTH CENTRAL","OK","OFFICE","2017","2017","MPAC","N","b.1","b.N","c.<4250","b.<15","1"
"459","CMP","NAPERVILLE","CENTRAL","MI","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"461","CMP","ATLANTA","SOUTHERN","MS","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"462","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"463","CMP","HUNT VALLEY","MID-ATLANTIC","DE","BUILDING","2017","2017","MPAC","N","c.2","a.Y","c.<4250","d.<70","1"
"464","CMP","ATLANTA","SOUTHERN","GA","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"466","CMP","HUNT VALLEY","MID-ATLANTIC","WV","APARTMENTS","2016","2016","MULTI","N","c.2","b.N","e.11300+","b.<15","1"
"467","CMP","NAPERVILLE","CENTRAL","MI","GARAGE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"468","CMP","HUNT VALLEY","MID-ATLANTIC","MD","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","1"
"469","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"470","CMP","NAPERVILLE","CENTRAL","IL","BUILDING","2017","2017","MULTI","N","c.2","a.Y","e.11300+","c.<40","1"
"471","CMP","NAPERVILLE","CENTRAL","MI","RESTAURANTS","2016","2016","MPAC","N","d.3","b.N","b.<1800","b.<25","0"
"472","CMP","DENVER","WESTERN","WA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"473","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"474","CMP","ATLANTA","SOUTHERN","MS","BUILDING","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","1"
"475","CMP","NAPERVILLE","CENTRAL","IL","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"476","CMP","DENVER","WESTERN","NM","STORE","2016","2016","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"477","CMP","KANSAS CITY","SOUTH CENTRAL","KS","GARAGE","2017","2017","MULTI","N","c.2","b.N","d.<11300","e.70+","1"
"479","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"480","CMP","KANSAS CITY","SOUTH CENTRAL","OK","BUSINESS","2017","2017","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"481","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"482","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","c.2","b.N","b.<1800","b.<15","0"
"486","CMP","WALNUT CREEK","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","c.2","a.Y","b.<1800","d.<70","0"
"487","CMP","METRO","MID-ATLANTIC","NJ","BUILDING","2016","2016","MPAC","Y","b.1","a.Y","e.11300+","c.<40","1"
"488","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"490","CMP","DENVER","WESTERN","AZ","OFFICE","2016","2016","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"491","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","b.1","a.Y","d.<11300","b.<15","1"
"492","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"493","CMP","DENVER","WESTERN","WA","RESTAURANTS","2017","2017","MPAC","N","d.3","b.N","b.<1800","d.<70","0"
"494","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<25","1"
"501","CMP","HARTFORD","NORTHEAST","CT","BUSINESS","2017","2017","MULTI","N","b.1","b.N","d.<11300","e.70+","1"
"504","CMP","CHARLOTTE","SOUTHERN","SC","BUILDING","2016","2016","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"505","CMP","KANSAS CITY","SOUTH CENTRAL","IL","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","d.<11300","c.<40","1"
"507","CMP","CHARLOTTE","SOUTHERN","MS","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"508","CMP","DENVER","WESTERN","WA","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"509","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<15","1"
"510","CMP","DENVER","WESTERN","UT","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"511","CMP","DENVER","WESTERN","WA","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"512","CMP","HARTFORD","NORTHEAST","PA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"513","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"514","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"515","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"517","CMP","DENVER","WESTERN","CA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"518","CMP","ATLANTA","SOUTHERN","GA","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"520","CMP","HARTFORD","NORTHEAST","NY","APARTMENTS","2017","2017","MULTI","N","b.1","b.N","d.<11300","e.70+","1"
"522","CMP","METRO","NORTHEAST","NY","CONTRACTORS","2016","2016","MPAC","N","d.3","b.N","b.<1800","d.<70","0"
"523","CMP","DENVER","WESTERN","MT","GARAGE","2016","2016","MPAC","N","b.1","b.N","c.<4250","b.<25","1"
"524","CMP","CHARLOTTE","SOUTHERN","SC","OFFICE","2017","2017","MPAC","Y","b.1","b.N","b.<1800","e.70+","0"
"525","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","c.<40","1"
"526","CMP","DENVER","WESTERN","NV","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"528","CMP","NAPERVILLE","CENTRAL","MI","APARTMENTS","2017","2017","MPAC","N","d.3","b.N","d.<11300","d.<70","1"
"530","CMP","DENVER","WESTERN","TX","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"531","CMP","ATLANTA","SOUTHERN","GA","CONTRACTORS","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<15","0"
"533","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"537","CMP","KANSAS CITY","CENTRAL","IA","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"538","CMP","DIAMOND BAR","CALIFORNIA","CA","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"539","CMP","DENVER","WESTERN","AZ","RESTAURANTS","2017","2017","MPAC","N","d.3","b.N","c.<4250","d.<70","1"
"540","CMP","HUNT VALLEY","MID-ATLANTIC","MD","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"542","CMP","NAPERVILLE","CENTRAL","IL","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"543","CMP","ATLANTA","SOUTHERN","GA","STORE","2016","2016","MPAC","N","c.2","b.N","b.<1800","b.<15","0"
"546","CMP","BRAINTREE","NORTHEAST","MA","BUILDING","2017","2017","MPAC","N","c.2","b.N","d.<11300","d.<70","1"
"548","CMP","DALLAS","SOUTH CENTRAL","AR","INSTITUTIONAL","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","1"
