"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"373",372,1645,1,1,1,214525,0.6966,0,1,3,85,77,81,13,91,63,1,0,0,1
"376",375,14827,2,2,1,4600000,0.618,0,1,98,76,53,18,100,61,12,1,0,0.574351978171896,1
"377",376,1451,1,1,1,90000,0.9303,1,1,86,23,77,2,40,80,3,0,0,0,3
"379",378,5110,1,1,1,70000,1.1702,0,1,90,94,54,18,99,90,33,1,0,0,1
"380",379,18618,1,1,1,290701,1.0538,1,0,48,75,43,45,83,54,38,0,3,0.998094838296407,1
"381",380,14005,1,1,1,1e+05,0.7071,1,1,45,43,11,61,27,25,81,0,0,1,1
"382",381,9705,1,1,1,150000,1.0076,3,1,22,10,39,59,28,9,21,0,0,1,1
"383",382,964,1,1,1,350000,0.747,0,1,35,94,6,88,66,61,70,1,0,0,1
"384",383,9337,1,1,1,12000,0.7178,0,1,25,47,17,51,28,5,69,1,0,1,1
"385",384,1407,1,1,0.68,425000,1,0,1,86,7,62,76,70,13,59,1,0,0,1
"386",385,3297,1,1,1.11,250000,1,0,1,62,81,70,67,96,78,59,1,0,0,1
"387",386,959,1,1,1,8e+05,0.805,0,1,8,44,61,93,15,25,45,1,0,0,1
"388",387,622,1,1,1,1e+05,0.8806,0,1,22,48,33,88,22,68,73,1,0,0,1
"389",388,6544,1,1,0.83,250000,1,0,1,37,45,81,91,42,79,35,1,0,1,1
"390",389,4048,1,2,1,5e+05,0.5678,0,1,90,54,53,32,99,34,14,1,1,0.719513091094076,1
"391",390,18333,1,1,1,4e+05,0.7891,0,1,9,18,31,62,27,29,19,1,0,1,1
"392",391,538,2,1,1,225000,0.8253,0,1,81,66,17,70,78,97,65,1,0,0,1
"394",393,2056,2,1,1,3e+05,1.2118,0,1,16,67,8,88,5,45,40,1,0,0,1
"396",395,20663,1,2,1,980000,1.176,0,1,85,38,75,18,60,30,8,1,0,0,1
"397",396,300,2,1,1.11,18700,1,0,1,92,65,39,44,96,35,95,1,0,0,1
"398",397,300,2,1,1.11,18700,1,0,1,92,65,39,44,96,35,95,1,0,0,1
"399",398,1401,1,2,1,3e+05,1.0382,3,1,76,84,21,79,24,65,87,0,2,0,1
"400",399,7684,2,1,1,250000,0.8675,0,1,89,61,99,73,87,34,10,1,0,1,1
"402",401,550,1,1,0.92,3e+05,1,1,1,17,70,71,81,50,69,54,0,0,0,1
"403",402,6674,1,1,1.23,15000,1,0,1,91,55,57,51,57,15,96,1,0,1,1
"404",403,4430,2,1,1,8e+05,0.7142,0,1,26,16,12,53,18,21,22,1,0,0,1
"406",405,1238,1,1,1,3e+05,0.6368,1,1,34,79,62,9,26,26,82,0,0,0,1
"408",407,2701,2,1,1,38000,0.7545,0,1,82,26,89,16,66,29,23,1,0,1,1
"409",408,644,3,1,1,3e+05,1.0591,0,1,67,58,48,67,87,31,42,1,0,0,1
"412",411,4073,1,1,1,4e+05,1.1414,0,1,73,46,12,59,38,43,69,1,0,0,1
"415",414,2650,4,1,0.76,7200,1,0,1,84,57,91,11,62,32,52,1,0,1,1
"417",416,2117,1,1,1,1e+05,0.9119,0,1,82,52,18,66,45,46,82,1,0,0,1
"418",417,6148,1,1,1,5e+05,1.0697,0,1,19,19,28,55,16,1,69,1,0,0,1
"419",418,5825,1,1,1,619030,0.801,0,1,60,29,12,95,76,32,32,1,0,0,1
"420",419,26471,1,1,1,1,0.7735,0,1,4,20,81,58,3,40,20,1,0,0.994781555931283,1
"421",420,6197,2,1,1,60000,1.1819,1,1,74,94,39,100,63,95,21,0,0,1,1
"423",422,3237,1,2,1,1e+05,1.0486,0,1,56,99,44,94,74,70,92,1,0,0,1
"424",423,21252,1,1,1,5e+05,0.4962,3,0,85,99,12,56,94,72,34,0,0,0.98416050686378,1
"425",424,5351,1,1,0.76,640000,1,0,1,46,98,21,54,27,96,94,1,0,0,1
"426",425,3399,2,1,1,6e+05,1.0279,0,1,95,20,68,67,86,13,43,1,0,0,1
"428",427,2496,1,1,1.33,40000,1,1,1,86,97,13,60,64,98,74,0,0,1,1
"429",428,1339,1,1,1,1e+05,0.7582,1,1,57,68,62,35,76,56,83,0,0,0,1
"430",429,767,1,1,1,250000,0.7071,0,1,4,86,74,49,1,99,85,1,0,0,2
"431",430,417,1,1,1.11,2e+05,1,1,1,61,97,100,86,11,63,100,0,0,0,1
"432",431,5013,1,1,1,1e+05,0.6966,1,1,43,86,16,52,80,87,28,0,0,1,1
"433",432,3148,1,1,1,60000,1.0076,0,1,1,1,72,37,1,3,65,1,0,0,1
"434",433,5576,1,1,1,357000,1.3456,1,1,9,18,31,62,27,29,19,0,0,0,1
"435",434,28633,1,1,1,50000,1.3795,5,1,76,93,33,24,85,76,14,0,0,1,1
"436",435,15446,1,1,1,8e+05,0.7658,0,1,86,36,27,34,99,32,38,1,0,0.920318725099602,1
"437",436,450,1,1,1,25000,0.8212,0,1,66,56,28,95,28,87,95,1,0,0,1
"438",437,300,1,1,1.23,1e+05,1,0,1,93,36,26,72,97,56,72,1,0,0,1
"439",438,500,3,1,1,75000,0.8462,0,1,73,97,24,100,31,66,20,1,0,0,1
"442",441,11037,1,2,1,750000,0.4674,0,1,6,68,58,33,47,75,15,1,0,0.663929819275363,1
"443",442,17450,1,1,1,1500000,1.1414,0,1,48,18,33,64,74,52,96,1,0,0,1
"444",443,1735,3,1,1,20000,1.5167,2,1,80,31,19,54,82,7,51,0,0,0,1
"447",446,3060,1,2,1,63000,1.5016,1,1,54,17,27,83,54,68,89,0,0,1,1
"448",447,6674,1,1,0.68,600003,1,1,1,43,39,16,95,15,24,21,0,0,0.851311731445386,1
"450",449,9348,2,1,1,750000,0.842,0,1,30,70,26,62,66,73,36,1,0,0.879364007045142,1
"451",450,4681,1,5,1,725000,0.747,0,1,10,70,70,36,13,87,36,1,0,0,1
"452",451,542,1,1,1.33,50000,1,0,1,100,91,19,49,91,80,100,1,0,0,1
"453",452,1496,1,1,1.06,10000,1,0,1,99,91,63,23,15,96,51,1,0,0,1
"454",453,3551,2,1,1,450000,0.5012,0,1,55,18,16,98,68,21,84,1,0,0.547079569061307,3
"456",455,4604,1,2,1,270000,1.0434,0,1,49,65,22,89,9,40,76,1,0,1,1
"457",456,2681,1,1,1.11,10000,1,0,1,35,44,75,85,54,3,81,1,0,0,1
"458",457,6466,1,1,1,1e+06,0.6529,0,1,51,46,8,73,86,56,58,1,0,0.395170411927049,1
"459",458,944,2,1,1,75000,1.1077,0,1,31,67,31,88,24,74,58,1,0,0,1
"461",460,8371,1,1,0.79,3e+05,1,0,1,52,41,16,57,86,64,39,1,0,0,1
"462",461,550,1,1,1,35000,1.1644,0,1,77,82,1,83,65,67,93,1,0,0,1
"463",462,2162,1,1,1,30000,1.5091,0,1,40,49,63,98,25,95,35,1,0,1,1
"464",463,1000,2,1,1,75000,0.7735,0,1,47,54,25,98,44,47,83,1,0,0,1
"466",465,46295,1,2,1,1100000,0.5538,1,0,70,56,78,34,87,69,34,0,0,0.990093733882505,1
"467",466,1344,1,1,1,1e+05,0.5821,0,1,58,71,56,69,74,84,92,1,0,0,1
"468",467,350,1,1,0.88,2e+05,1,0,1,82,79,25,84,41,30,98,1,0,0.848767835943348,1
"469",468,3214,1,2,1,450000,0.5012,0,1,55,18,16,98,68,21,84,1,0,0.547079569061307,1.5
"470",469,7433,1,1,1,57000,0.7774,0,1,53,45,16,96,33,18,52,1,0,1,1
"471",470,4931,1,2,1,3e+05,0.5216,0,1,7,63,25,93,25,75,39,1,0,0,1
"472",471,5590,1,1,0.76,3e+05,1,0,1,35,17,82,86,26,87,71,1,0,0,1
"473",472,500,1,1,1.06,3e+05,1,0,1,12,67,5,23,22,91,63,1,0,0,1
"474",473,1088,1,1,1.16,20000,1,0,1,47,83,8,89,74,86,66,1,0,0.961538461538462,1
"475",474,3329,1,1,1,175000,0.9074,0,1,10,4,42,39,4,57,62,1,0,1,1
"476",475,1173,1,2,1,125000,0.5879,0,1,46,60,67,64,18,73,97,1,0,0,1
"477",476,6871,2,1,1,480001,0.7658,0,1,6,8,11,81,69,11,50,1,0,0.672913117546848,1
"479",478,500,1,1,1.03,5e+05,1,0,1,34,75,6,40,28,96,93,1,0,0,1
"480",479,1042,1,1,1,78740,0.9779,0,1,25,11,12,86,76,13,58,1,0,0,1
"481",480,16005,1,1,1,150000,1.176,1,1,29,25,16,79,63,26,81,0,0,0.910714285714286,1
"482",481,1564,3,1,1,7e+05,0.5139,0,1,91,88,63,55,45,44,23,1,0,0,1
"486",485,4976,1,1,0.88,620000,1,0,1,95,54,78,46,80,39,71,1,0,0,1
"487",486,6847,1,2,1,180000,0.9303,0,1,92,66,53,45,89,30,9,1,0,1,1
"488",487,3551,2,3,1,450000,0.5012,0,1,55,18,16,98,68,21,84,1,0,0.547079569061307,1
"490",489,1678,1,2,1,5e+05,0.9779,1,1,16,49,75,46,1,72,49,0,1,0,1
"491",490,5627,1,1,1,750000,0.4962,1,1,50,95,61,47,89,16,16,0,1,0.703247519949963,1
"492",491,2825,1,1,1,18000,1.0126,1,1,65,74,63,43,80,49,90,0,0,0.875,1
"493",492,10448,1,1,0.85,1160000,1,0,1,17,40,85,80,28,84,64,1,0,0,1
"494",493,32046,1,1,1,48000,1.0076,0,1,59,40,13,66,19,25,65,1,0,1,1
"501",500,2893,9,1,1,365000,0.5538,1,1,92,56,67,6,99,50,26,0,0,0.90025389916576,1
"504",503,4605,1,4,1,120000,1.0591,1,1,23,6,51,96,22,11,92,0,0,1,1.25
"505",504,14949,2,1,1,1e+06,0.7852,3,1,93,65,17,61,100,63,55,0,2,0.813693525850023,1
"507",506,3709,1,1,0.79,146400,1,0,1,61,42,11,86,80,70,76,1,0,1,1
"508",507,7877,1,2,0.9,850000,1,0,1,12,11,81,85,19,69,40,1,0,0,1
"509",508,1995,1,1,1,24000,0.6432,0,1,81,87,9,55,85,68,94,1,0,1,1
"510",509,2522,1,1,1,1200000,0.5164,0,1,75,98,63,29,89,78,95,1,0,0,1
"511",510,1725,1,1,1.06,3e+05,1,0,1,50,65,68,52,35,33,56,1,0,0,1
"512",511,2631,1,1,1,30000,1.2548,0,1,34,10,60,18,43,7,16,1,0,1,1
"513",512,5621,1,1,0.81,625000,1,0,0,77,90,22,96,19,90,97,1,0,0,1
"514",513,15536,1,1,1,2e+05,0.8589,0,1,34,95,74,28,35,90,51,1,0,1,1
"515",514,3998,1,1,1,7e+05,1.1133,0,1,1,5,76,33,3,12,65,1,0,0,1
"517",516,2140,2,1,1.33,86000,1,2,1,6,13,85,50,3,37,22,0,0,0.967106390268974,1
"518",517,4379,2,1,1,7e+05,0.7891,0,1,25,57,36,67,75,72,91,1,0,0,1
"520",519,8258,2,1,1,84000,1.1938,3,1,78,36,42,35,67,7,27,0,0,1,1
"522",521,3508,1,2,1,150000,1.4429,1,1,100,94,42,26,87,10,20,0,0,0,1
"523",522,3377,1,2,1,436000,0.4469,0,1,97,82,72,36,99,79,31,1,0,0.68,1
"524",523,1264,1,1,1,50000,0.9976,2,1,38,13,57,87,74,12,52,0,0,0,1
"525",524,7277,1,1,1.06,5e+05,1,0,1,93,85,23,64,82,89,98,1,0,1,1
"526",525,550,1,1,1,150000,0.7931,0,1,52,71,65,68,12,66,34,1,0,0,1
"528",527,5714,3,1,1,96000,1.2424,0,1,8,16,53,65,50,4,60,1,0,0.970179448152796,1
"530",529,34112,1,1,1,120000,0.8984,1,1,34,41,10,18,59,26,91,0,0,1,1
"531",530,1000,2,1,1,3e+05,0.7286,0,1,76,71,18,79,67,58,60,1,0,0,1
"533",532,1217,4,1,1,75000,1.0486,1,1,82,37,58,2,23,97,1,0,0,0,1
"537",536,1000,1,1,1,61000,0.7142,0,1,96,71,5,81,97,54,89,1,0,0,1
"538",537,6027,1,1,1.16,93840,1,0,1,32,61,93,30,18,75,37,1,0,1,1
"539",538,17794,1,1,1,1280000,0.484,0,0,61,34,49,43,57,52,48,1,0,0.659340659340659,1
"540",539,6229,1,1,0.72,1e+06,1,0,1,82,79,25,84,41,30,98,1,0,0,1
"542",541,7501,2,1,1,50000,1.5706,0,1,85,60,12,43,84,12,54,1,0,1,1
"543",542,3822,1,2,1,3e+05,0.5456,0,1,34,89,23,86,41,98,76,1,0,0,1
"546",545,11348,4,1,1.33,1e+05,1,0,1,97,43,55,43,87,2,38,1,0,1,1
"548",547,5666,2,1,1,50000,1.0126,0,1,36,16,4,65,80,2,77,1,0,0.619716338811446,1
"550",549,2121,1,1,1,150000,1.3523,0,1,89,82,34,29,96,12,15,1,0,0,1
"551",550,2174,1,2,1,250000,0.7582,0,1,18,96,56,100,13,76,92,1,0,0,1
"552",551,7835,1,1,1,80000,0.9976,1,1,96,63,23,30,37,79,3,0,0,0,1
"553",552,2023,2,1,1,9e+05,0.6119,1,1,98,97,27,37,100,99,11,0,0,0.840411414547723,1
"555",554,2241,1,1,1,5e+05,0.7931,0,1,42,55,38,52,96,55,52,1,0,0.967741935483871,3
"556",555,1611,1,1,1,5e+05,0.6432,1,1,85,80,2,98,46,64,88,0,0,0,1
"557",556,18165,1,1,1,235842,1.1022,0,1,34,41,13,12,73,26,34,1,0,1,2
"559",558,546,2,1,1,4e+05,0.8253,0,0,54,92,12,80,41,89,81,1,0,0,1
"560",559,5554,1,1,1,24000,0.7582,1,1,55,18,16,98,68,21,84,0,0,1,1
"562",561,7480,3,1,1,15000,1.3389,2,1,19,37,5,71,80,69,57,0,0,0.967741935483871,1
"564",563,18588,1,1,0.9,320000,1,1,1,46,99,20,52,43,98,92,0,0,1,1
"565",564,1166,1,1,1,36000,1.0126,0,1,34,76,49,12,69,76,48,1,0,1,1
"567",566,25117,2,2,1,4807,1.1133,0,1,79,76,37,32,77,39,7,1,2,1,1
"568",567,1066,1,1,1,150000,0.805,1,1,49,44,13,98,78,100,89,0,0,0,1
"569",568,2815,1,1,1,1e+05,0.8762,0,1,44,63,36,95,71,57,36,1,0,0,1
"570",569,1817,2,1,0.83,5e+05,1,0,1,96,97,45,92,83,31,68,1,0,0.824468085106383,1
"572",571,906,1,1,1.33,15000,1,2,1,77,34,62,95,77,29,69,0,0,1,1
"573",572,6752,1,1,1.11,3e+05,1,1,1,17,59,67,87,28,33,33,0,0,1,1
"574",573,6385,1,1,1,60000,1.0486,0,1,38,52,30,81,68,32,77,1,0,1,1
"575",574,4585,1,1,1.16,70000,1,1,1,75,65,65,33,74,66,19,0,0,1,1
"576",575,735,2,1,1,55000,0.8212,0,1,50,25,9,94,68,22,74,1,0,0,1
"577",576,735,2,1,1,55000,0.8212,0,1,50,25,9,94,68,22,74,1,0,0,1
"578",577,852,1,1,1,335308,0.6529,0,1,40,92,68,42,84,79,92,1,0,0,1
"579",578,6921,1,1,1,150000,0.8253,0,1,7,53,76,66,4,49,20,1,0,0,1
"580",579,3036,1,1,0.94,4e+05,1,0,1,73,40,70,57,64,60,82,1,0,0,1
"581",580,660,1,1,1,80000,0.5375,0,1,80,77,60,36,75,71,74,1,0,0,1
"582",581,730,1,1,1,297140,0.9074,0,1,34,61,42,12,91,26,48,1,0,0,1
"583",582,807,1,1,0.76,75000,1,0,1,64,64,75,67,80,67,75,1,0,0,1
"584",583,908,1,1,1,1e+05,1.4003,0,1,8,38,77,86,2,14,21,1,0,0,1
"585",584,1235,1,1,1,169000,1,0,1,41,90,86,43,54,89,89,1,0,0,1
"586",585,3872,1,1,1,225000,0.6828,1,1,34,73,29,20,13,56,89,0,0,1,1
"587",586,8241,2,1,1,60000,1.4286,0,1,18,24,6,91,64,35,36,1,0,1,1
"588",587,8241,2,1,1,60000,1.4286,0,1,18,24,6,91,64,35,36,1,0,1,1
"589",588,6926,1,1,1,5e+05,1.0486,0,1,52,90,62,82,70,81,29,1,0,0,1
"590",589,3280,1,1,0.97,250000,1,0,1,78,16,88,6,52,13,25,1,0,0,1
"591",590,1884,1,1,1,236160,1.4003,0,1,18,47,17,58,65,54,27,1,0,0,1
"592",591,5327,1,1,0.68,840000,1,1,1,61,97,100,86,11,63,100,0,1,0,1
"593",592,11662,1,1,1.11,1008000,1,0,1,100,13,27,69,96,19,70,1,0,1,1
"594",593,6135,2,1,1,1400000,0.6305,0,1,63,70,37,27,75,61,15,1,0,0,1
"596",595,13321,1,1,1,450000,0.6273,1,1,60,49,14,47,32,27,87,0,1,1,1
"597",596,575,1,1,1,75000,1.3059,0,1,5,37,42,67,63,48,26,1,0,0,2
"598",597,737,1,2,1,5e+05,1.4501,0,1,70,25,92,2,28,48,9,1,0,0,1
"599",598,7028,1,1,1.11,117000,1,2,1,34,75,65,12,23,49,54,0,0,1,1
"600",599,1279,1,1,1,1e+05,1.3795,0,1,100,13,57,25,91,78,11,1,0,0.981395348837209,1
"601",600,2351,1,1,1,76800,0.973,0,1,95,94,71,40,55,83,83,1,0,0.971883101181472,1
"603",602,778,3,1,1.23,1e+05,1,0,1,83,14,84,2,36,32,10,1,0,0,1
"605",604,7991,1,1,0.92,15000,1,3,1,80,74,21,56,56,100,88,0,1,1,1
"606",605,2819,1,1,0.85,105000,1,0,1,61,97,9,45,54,95,91,1,0,0,1
"607",606,7180,1,1,1.06,120000,1,0,1,79,98,22,99,42,100,96,1,0,1,1
"608",607,7483,1,1,0.83,541000,1,0,1,98,16,78,22,92,34,67,1,0,0.674575514751802,2
"609",608,4301,1,1,1,1000,1.1357,0,0,70,56,78,34,87,69,34,1,0,1,1
"610",609,12522,1,1,1,5e+05,0.5268,0,1,54,39,17,91,76,34,80,1,0,0.827396044952974,1
"611",610,2149,1,1,1,250000,0.6761,0,1,4,53,73,27,13,2,40,1,0,1,1
"612",611,350,1,1,1.11,172800,1,0,1,72,69,18,59,63,44,95,1,0,0,1
"614",613,17908,1,1,1,488000,0.8632,0,1,60,46,51,74,29,43,44,1,0,1,1
"615",614,2299,2,1,1,75000,0.6966,0,1,55,58,51,100,50,66,75,1,0,1,1
"617",616,550,2,1,1,1e+05,0.9303,0,1,58,58,4,63,80,51,88,1,0,0,1
"619",618,513,1,1,1.23,80000,1,0,1,24,69,6,34,33,1,91,1,0,0,1
"620",619,5916,1,3,1,650000,0.7286,0,1,38,49,3,99,32,44,87,1,1,0.670004337085855,1
"621",620,2993,4,1,1,15000,1.6183,0,1,69,60,24,64,99,29,36,1,0,1,1
"625",624,1406,1,1,1,210000,1.8515,0,1,81,24,72,59,71,84,58,1,0,0,1
"627",626,2894,1,1,0.94,1e+05,1,2,1,34,68,4,4,43,10,60,0,0,1,1
"628",627,3991,1,1,0.94,225000,1,0,1,75,22,96,4,7,2,29,1,0,0,1
"629",628,2742,1,1,1.11,96000,1,0,1,29,85,83,72,27,91,59,1,0,1,1
"630",629,1683,1,1,0.68,550000,1,0,1,17,42,7,22,48,39,51,1,0,0,1
"631",630,5264,1,1,1,1700000,0.64,0,1,32,48,2,63,69,17,24,1,0,0.878536225697544,1
"632",631,4149,1,3,1.62,25000,1,0,1,29,39,65,13,43,20,24,1,0,1,1
"633",632,1051,1,1,0.81,75000,1,0,1,56,76,68,74,25,78,43,1,0,0,1
"634",633,1504,1,1,0.72,6e+05,1,0,1,60,6,63,51,74,6,75,1,0,0,1
"635",634,760,1,1,1,180000,0.8632,0,1,48,75,43,45,83,54,38,1,0,0,1
"636",635,2495,3,1,1,275000,0.8212,0,1,86,22,45,83,24,16,40,1,0,0,1
"639",638,6435,1,1,0.76,1200000,1,0,1,18,73,82,31,3,86,31,1,0,0,1
"640",639,4852,1,1,1.62,144000,1,2,1,61,38,85,27,65,23,32,0,0,1,1
"641",640,6771,1,1,1,518024,0.6966,0,1,14,54,72,55,2,67,57,1,0,0,1
"642",641,5528,1,1,0.85,17665,1,0,1,87,92,57,80,94,83,69,1,0,0.993107104984093,1
"643",642,2199,1,1,1,225000,0.9074,2,1,10,31,99,94,20,17,46,0,0,1,1
"644",643,1937,1,1,1,75000,0.6119,0,1,25,87,67,49,1,66,74,1,0,1,2
"645",644,472,1,1,0.68,1e+06,1,0,1,26,24,74,88,16,25,54,1,0,0,1
"646",645,2153,1,1,1.62,60000,1,0,1,67,55,66,76,82,33,42,1,0,1,1
"648",647,1049,1,1,1,1e+05,0.6694,0,1,15,79,32,52,18,73,54,1,0,0,1
"649",648,16519,3,1,1,250000,1.2674,0,1,74,34,20,58,46,25,34,1,0,1,1
"652",651,2696,1,1,1,24000,0.973,2,1,82,55,21,79,38,51,50,0,0,1,1
"653",652,7556,1,1,1,450100,0.9682,4,1,12,69,63,74,7,32,48,0,0,1,1
"654",653,15932,1,2,1,60000,1.4286,0,0,31,71,33,78,24,92,90,1,0,1,1
"656",655,5422,2,1,1,60000,1.0967,1,1,49,10,12,100,67,16,95,0,0,1,1
"657",656,500,1,1,1.23,5000,1,0,1,34,73,34,34,51,37,84,1,0,0,1
"658",657,3992,1,1,0.85,650000,1,0,1,40,2,83,20,47,2,17,1,0,0,1
"659",658,1909,4,1,1,3e+05,0.618,1,1,15,3,48,89,71,3,96,0,1,0.855521089208303,1
"663",662,500,1,1,1,25000,1.319,0,1,70,91,21,97,87,99,60,1,0,0,1
"666",665,500,3,1,1,250000,0.7322,0,0,59,45,19,62,41,25,36,1,0,0,1
"667",666,5461,1,1,1,150000,1.0279,0,1,75,53,25,86,19,46,79,1,0,0,1
"668",667,5193,1,1,1,250000,0.7142,0,1,77,94,63,80,56,86,7,1,0,0,1
"669",668,776,1,1,1.03,1e+05,1,0,1,81,98,47,33,81,91,82,1,0,0,1
"670",669,2239,1,1,0.9,450000,1,2,1,99,70,100,49,95,35,99,0,0,0.743555550996543,1
"671",670,638,2,1,1,178460,0.973,0,1,76,95,41,34,94,14,31,1,0,0,1
"675",674,3093,1,2,1,3e+05,0.8547,1,0,76,36,5,56,91,55,80,0,2,0.911987127916331,1
"676",675,12105,1,1,0.85,15000,1,0,1,19,13,47,5,38,2,15,1,0,0,1
"677",676,750,1,1,1.33,216000,1,0,1,10,19,82,77,68,54,81,1,0,0,1
"678",677,1573,1,1,1,120000,1.319,0,1,57,74,21,91,31,60,87,1,0,0,1
"679",678,998,1,2,1,50000,0.7359,0,1,30,30,53,79,29,26,25,1,0,0,1
"680",679,1901,3,1,0.68,175000,1,0,1,30,68,97,47,10,82,39,1,0,0,1
"683",682,2173,1,1,1,275000,0.7931,1,1,23,36,6,99,46,70,64,0,0,0,1
"684",683,1788,1,1,1,108000,0.7931,0,0,30,70,26,62,66,73,36,1,0,1,1
"686",685,1843,2,1,1,220000,0.8547,1,1,67,19,33,46,50,13,72,0,0,0,1
"688",687,842,2,1,1.33,84000,1,0,1,73,91,70,52,34,90,50,1,0,1,1
"689",688,6638,1,1,1,5e+05,0.7813,0,1,24,58,14,93,24,81,79,1,0,0.8,1
"691",690,4399,2,1,1,480000,1.0382,0,1,10,35,10,74,36,32,93,1,0,0,1
"692",691,1980,1,1,0.68,5e+05,1,0,1,61,98,11,97,44,93,100,1,0,0,1
"693",692,2038,1,1,1,50000,0.9877,0,1,60,31,13,80,85,59,58,1,0,0.971327963299793,1
"694",693,989,1,1,1,435000,0.7322,0,1,34,87,56,19,83,45,42,1,0,0,1
"695",694,3399,1,1,1,40000,0.8212,0,1,75,90,64,36,79,87,90,1,0,0,1
"696",695,6372,1,1,1,1440000,0.4188,0,1,1,5,74,53,1,41,76,1,0,0.711523502897618,1
"697",696,1656,1,1,1,250000,0.949,0,1,46,77,18,90,79,82,49,1,0,0,2
"698",697,2888,1,1,1.33,250000,1,3,1,98,61,71,17,80,8,78,0,3,0.934141374759287,1
"699",698,2109,1,1,1,70000,1.4144,0,1,96,35,14,72,82,14,85,1,0,0,1
"700",699,2742,1,2,1,501561,0.6529,0,1,90,39,29,95,28,81,52,1,0,0,1
"701",700,500,1,1,0.72,120000,1,0,1,31,56,79,96,43,94,59,1,0,0,1
"702",701,1453,1,1,1,5544,0.5792,0,1,3,3,71,44,13,9,63,1,0,1,1
"703",702,991,1,1,1,50000,1.2057,0,1,4,25,69,15,24,69,52,1,0,0,1
"704",703,10912,1,1,1,1e+06,0.5909,0,1,27,86,27,98,83,98,50,1,0,0.8,2
"705",704,3692,1,1,1,5e+05,0.801,1,1,71,37,54,82,78,11,3,0,0,0,1
"706",705,11001,1,1,1,4e+05,0.7735,0,1,15,75,74,55,92,26,84,1,0,0.9721059972106,1
"707",706,3871,1,1,1,84000,1.0279,0,1,25,38,56,87,18,61,94,1,0,1,3
"708",707,647,1,1,1,30000,1,0,1,16,45,80,55,46,66,56,1,0,0.95850622406639,1
"709",708,1371,1,1,0.94,3e+05,1,0,1,45,45,44,60,28,3,83,1,0,0,1
"710",709,572,1,1,1,8e+05,0.8131,0,1,73,74,36,99,50,54,92,1,0,0,1
"711",710,20281,1,1,1.23,545000,1,1,1,82,65,12,86,96,36,58,0,0,0.91304347826087,1
"712",711,1915,1,1,1,3e+05,0.64,0,1,32,83,62,35,42,64,20,1,0,0,1
"713",712,1936,3,1,1,250000,0.7658,0,1,36,79,31,98,50,87,76,1,0,0,1
"719",718,10278,4,1,0.76,172800,1,1,1,37,39,65,19,49,61,51,0,0,1,1
"720",719,3913,1,1,0.94,2e+05,1,0,1,100,62,17,49,86,32,95,1,0,0,1
"721",720,31227,2,2,1,750000,0.7359,0,1,99,97,37,35,92,6,12,1,0,0.999372008562789,1
"723",722,1747,1,1,1,24000,1.6674,0,1,16,7,23,92,56,8,100,1,0,1,1
"724",723,10221,1,1,1,261000,0.7582,0,1,2,6,61,44,25,12,69,1,0,0.993301702483952,1
"725",724,600,1,1,0.97,105000,1,0,1,56,97,25,59,50,97,93,1,0,0,1
"727",726,2266,1,1,1,173000,1.4501,1,1,34,41,18,2,61,26,24,0,1,0.901664331194532,1
"729",728,1532,1,1,1.62,90000,1,1,1,43,97,72,70,39,70,86,0,0,1,1
"731",730,2828,2,2,1,15000,0.9257,0,1,98,95,36,36,96,8,6,1,0,1,1
"732",731,1484,1,1,1.06,150000,1,0,1,90,25,45,56,86,8,98,1,0,0,1
"733",732,2766,1,1,1,750000,1.3795,0,1,83,38,16,45,96,8,43,1,0,0,1
"734",733,2657,1,1,1,128000,1.0228,1,1,58,28,38,91,59,55,90,0,0,0,1
"735",734,1395,5,1,1,250000,0.9349,0,1,11,55,35,93,5,80,28,1,0,0,1
"740",739,3004,1,1,1,650000,1.2118,0,1,92,35,44,46,81,48,10,1,0,0,1
"744",743,4848,4,1,0.88,7e+05,1,0,1,46,61,96,39,12,95,26,1,0,0,1
"747",746,2754,3,1,0.79,120000,1,0,1,36,32,83,64,38,25,74,1,0,0,2
"748",747,3411,1,1,0.97,6e+05,1,0,1,37,53,1,72,25,79,79,1,0,0,1
"749",748,526,2,1,1,60000,1.1997,1,1,56,55,10,59,74,70,81,0,0,0,1
"751",750,1336,1,1,1,120000,0.7813,0,1,63,83,28,100,16,80,61,1,0,0,1
"752",751,1064,2,1,1,1e+06,0.747,0,1,89,43,53,35,97,22,16,1,0,0,1
"754",753,5010,1,1,1,560000,0.7359,0,1,59,46,94,3,45,82,16,1,0,0,1
"755",754,1912,1,1,1,125000,1.5243,0,1,58,71,55,47,87,56,93,1,0,0,1
"756",755,1702,1,1,1,560000,0.7582,0,1,18,82,100,94,34,93,41,1,0,0,1
"757",756,1072,3,1,1.03,2e+05,1,0,1,34,42,70,4,40,25,51,1,0,0,1
"760",759,768,2,1,1,50000,0.8171,0,1,1,45,78,41,1,50,67,1,0,0,1
"762",761,872,1,1,1,50000,1.3591,0,1,1,3,79,28,1,61,53,1,0,0,1
