"","pol_entry_dt","pol_eff_dt"
"31220",2017-08-25,2017-09-01
"31221",2017-08-25,2017-09-01
"31222",2017-08-25,2017-09-15
"31223",2017-08-25,2017-08-30
"31224",2017-08-25,2017-09-16
"31226",2017-08-25,2017-09-01
"31227",2017-08-25,2017-09-09
"31228",2017-08-25,2017-08-25
"31230",2017-08-25,2017-09-01
"31231",2017-08-25,2017-09-28
"31232",2017-08-25,2017-08-26
"31233",2017-08-25,2017-09-15
"31234",2017-08-25,2017-09-29
"31235",2017-08-25,2017-10-01
"31236",2017-08-25,2017-09-01
"31237",2017-08-25,2017-09-11
"31239",2017-08-25,2017-10-26
"31240",2017-08-25,2017-09-15
"31241",2017-08-25,2017-08-26
"31242",2017-08-25,2017-09-13
"31243",2017-08-25,2017-09-13
"31244",2017-08-25,2017-10-01
"31245",2017-08-25,2017-09-08
"31246",2017-08-25,2017-09-25
"31247",2017-08-25,2017-09-29
"31248",2017-08-25,2017-10-23
"31249",2017-08-25,2017-09-07
"31250",2017-08-25,2017-09-25
"31251",2017-08-25,2017-10-17
"31252",2017-08-25,2017-08-25
"31253",2017-08-25,2017-09-07
"31255",2017-08-25,2017-09-21
"31256",2018-03-23,2018-04-05
"31257",2018-03-23,2018-03-26
"31258",2018-03-23,2018-03-31
"31259",2018-03-23,2018-03-30
"31260",2018-03-23,2018-04-01
"31262",2018-03-23,2018-04-30
"31263",2018-03-23,2018-04-01
"31264",2018-03-23,2018-03-29
"31266",2018-03-23,2018-04-03
"31268",2018-03-26,2018-01-25
"31269",2018-03-26,2018-03-31
"31270",2018-03-26,2018-03-29
"31272",2018-03-26,2018-03-26
"31275",2018-03-26,2018-03-30
"31276",2018-03-26,2018-03-26
"31277",2018-03-26,2018-03-26
"31278",2018-03-26,2018-04-22
"31281",2018-03-26,2018-03-26
"31282",2018-03-26,2018-03-30
"31283",2018-03-26,2018-03-28
"31284",2018-03-26,2018-03-26
"31285",2018-03-26,2018-04-15
"31287",2018-03-26,2018-03-30
"31288",2018-03-26,2018-04-08
"31289",2018-03-26,2018-04-01
"31290",2018-03-26,2018-04-23
"31291",2018-03-26,2018-04-17
"31292",2018-03-26,2018-04-05
"31293",2018-03-26,2018-03-26
"31294",2018-03-26,2018-03-26
"31295",2018-03-26,2018-03-30
"31296",2018-03-26,2018-04-01
"31297",2018-03-26,2018-03-26
"31298",2018-03-26,2018-04-01
"31299",2018-03-26,2018-04-01
"31300",2018-03-26,2018-03-30
"31301",2018-03-26,2018-03-28
"31302",2018-03-26,2018-04-22
"31303",2018-03-26,2018-04-05
"31304",2018-03-26,2018-04-02
"31305",2018-03-26,2018-04-01
"31306",2018-03-26,2018-04-01
"31307",2018-03-26,2018-04-01
"31308",2018-03-26,2018-04-01
"31309",2018-03-26,2018-03-26
"31310",2018-03-26,2018-04-18
"31311",2018-03-26,2018-04-15
"31312",2018-03-26,2018-04-01
"31313",2018-03-26,2018-04-21
"31314",2018-03-26,2018-04-01
"31315",2018-03-26,2018-03-31
"31316",2018-03-26,2018-04-01
"31317",2018-03-26,2018-03-28
"31318",2018-03-26,2018-03-28
"31319",2018-03-26,2018-03-31
"31320",2018-03-26,2018-03-26
"31321",2018-03-26,2018-03-26
"31322",2018-03-26,2018-03-30
"31323",2018-03-26,2018-04-20
"31324",2018-03-26,2018-04-01
"31325",2018-03-26,2018-03-26
"31328",2018-03-26,2018-03-23
"31329",2018-03-26,2018-03-28
"31330",2018-03-26,2018-03-29
"31331",2018-03-26,2018-03-29
"31332",2018-03-26,2018-03-26
"31333",2018-03-26,2018-03-26
"31336",2018-03-26,2018-04-15
"31337",2018-03-26,2018-04-30
"31338",2018-03-26,2018-04-30
"31339",2018-03-26,2018-04-01
"31341",2018-03-27,2018-04-01
"31342",2018-03-27,2018-04-02
"31343",2018-03-27,2018-03-21
"31346",2018-03-27,2018-03-29
"31347",2018-03-27,2018-03-28
"31348",2018-03-27,2018-04-01
"31349",2018-03-27,2018-04-05
"31350",2018-03-27,2018-04-01
"31353",2018-03-27,2018-03-28
"31354",2018-03-27,2018-03-27
"31356",2018-03-27,2018-03-27
"31357",2018-03-27,2018-04-12
"31358",2018-03-27,2018-04-01
"31359",2018-03-27,2018-03-27
"31360",2018-03-27,2018-03-30
"31361",2018-03-27,2018-04-12
"31364",2018-03-27,2018-04-06
"31366",2018-03-27,2018-03-27
"31367",2018-03-27,2018-03-29
"31368",2018-03-27,2018-03-27
"31369",2018-03-27,2018-04-03
"31370",2018-03-27,2018-03-27
"31372",2018-03-27,2018-04-01
"31373",2018-03-27,2018-04-02
"31374",2018-03-27,2018-04-12
"31376",2018-03-27,2018-03-27
"31377",2018-03-27,2018-03-27
"31378",2018-03-27,2018-04-09
"31379",2018-03-27,2018-04-15
"31380",2018-03-27,2018-04-09
"31381",2018-03-27,2018-03-27
"31383",2018-03-27,2018-04-01
"31384",2018-03-27,2018-03-31
"31385",2018-03-27,2018-03-27
"31387",2018-03-27,2018-04-08
"31388",2018-03-27,2018-04-02
"31389",2018-03-27,2018-04-19
"31390",2018-03-27,2018-04-05
"31391",2018-03-27,2018-03-27
"31392",2018-03-27,2018-03-27
"31394",2018-03-27,2018-04-12
"31395",2018-03-27,2018-04-25
"31396",2018-03-27,2018-04-05
"31397",2018-03-27,2018-04-01
"31398",2018-03-27,2018-03-30
"31399",2018-03-27,2018-04-25
"31400",2018-03-27,2018-04-24
"31401",2018-03-27,2018-04-01
"31402",2018-03-28,2018-04-01
"31403",2018-03-28,2018-04-01
"31404",2018-03-28,2018-03-29
"31405",2018-03-28,2018-04-29
"31406",2018-03-28,2018-04-09
"31407",2018-03-28,2018-04-01
"31408",2018-03-28,2018-04-16
"31409",2018-03-28,2018-03-30
"31410",2018-03-28,2018-03-28
"31411",2018-03-28,2018-04-01
"31412",2018-03-28,2018-03-29
"31414",2018-03-28,2018-04-15
"31417",2018-03-28,2018-03-28
"31418",2018-03-28,2018-03-31
"31419",2018-03-28,2018-03-30
"31420",2018-03-28,2018-04-20
"31421",2018-03-28,2018-04-02
"31422",2018-03-28,2018-04-09
"31423",2018-03-28,2018-03-31
"31424",2018-03-28,2018-03-29
"31425",2018-03-28,2018-04-27
"31426",2018-03-28,2018-04-04
"31427",2018-03-28,2018-04-01
"31428",2018-03-28,2018-04-01
"31429",2018-03-28,2018-04-15
"31430",2018-03-28,2018-04-15
"31431",2018-03-28,2018-04-01
"31432",2018-03-28,2018-04-08
"31433",2018-03-28,2018-03-28
"31434",2018-03-28,2018-04-16
"31436",2018-03-28,2018-04-01
"31437",2018-03-28,2018-04-02
"31438",2018-03-28,2018-03-28
"31440",2018-03-28,2018-04-01
"31442",2018-03-28,2018-04-25
"31443",2018-03-28,2018-04-01
"31444",2018-03-28,2018-03-28
"31445",2018-03-28,2018-04-01
"31446",2018-03-28,2018-04-09
"31447",2018-03-28,2018-04-03
"31448",2018-03-28,2018-04-01
"31450",2018-03-28,2018-04-01
"31451",2018-03-28,2018-04-22
"31453",2018-03-28,2018-04-17
"31454",2018-03-28,2018-04-25
"31455",2018-03-28,2018-03-28
"31456",2018-03-28,2018-04-08
"31457",2018-03-28,2018-04-20
"31458",2018-03-28,2018-03-29
"31459",2018-03-28,2018-04-04
"31460",2018-03-28,2018-04-11
"31461",2018-03-28,2018-04-03
"31462",2018-03-28,2018-04-03
"31463",2018-03-29,2018-03-29
"31464",2018-03-29,2018-04-01
"31465",2018-03-29,2018-04-02
"31466",2018-03-29,2018-04-15
"31467",2018-03-29,2018-04-01
"31468",2018-03-29,2018-04-02
"31469",2018-03-29,2018-04-02
"31470",2018-03-29,2018-04-02
"31471",2018-03-29,2018-04-09
"31472",2018-03-29,2018-03-30
"31474",2018-03-29,2018-03-30
"31476",2018-03-29,2018-04-03
"31477",2018-03-29,2018-04-20
"31478",2018-03-29,2018-04-17
"31479",2018-03-29,2018-04-01
"31480",2018-03-29,2018-04-15
"31481",2018-03-29,2018-04-21
"31482",2018-03-29,2018-04-19
"31483",2018-03-29,2018-04-15
"31484",2018-03-29,2018-04-23
"31485",2018-03-29,2018-03-30
"31487",2018-03-29,2018-04-15
"31488",2018-03-29,2018-03-30
"31489",2018-03-29,2018-04-16
"31490",2018-03-29,2018-04-15
"31491",2018-03-29,2018-04-14
"31492",2018-03-29,2018-04-25
"31493",2018-03-29,2018-04-02
"31494",2018-03-29,2018-03-30
"31495",2018-03-29,2018-04-11
"31496",2018-03-29,2018-04-16
"31497",2018-03-29,2018-04-06
"31498",2018-03-29,2018-04-01
"31499",2018-03-30,2018-03-29
"31500",2018-03-30,2018-04-01
"31501",2018-03-30,2018-04-13
"31502",2018-03-30,2018-04-15
"31503",2018-03-30,2018-03-30
"31504",2018-03-30,2018-04-01
"31505",2018-03-30,2018-04-02
"31506",2018-03-30,2018-04-20
"31507",2018-03-30,2018-04-01
"31508",2018-03-30,2018-04-02
"31509",2018-03-30,2018-03-30
"31510",2018-03-30,2018-03-30
"31511",2018-03-30,2018-03-30
"31514",2018-03-30,2018-04-11
"31515",2018-03-30,2018-04-13
"31516",2018-03-30,2018-04-02
"31517",2018-03-30,2018-03-30
"31518",2018-03-30,2018-04-05
"31519",2018-04-02,2018-04-30
"31520",2018-04-02,2018-04-03
"31521",2018-04-02,2018-04-23
"31522",2018-04-02,2018-04-02
"31523",2018-04-02,2018-04-07
"31524",2018-04-02,2018-04-11
"31525",2018-04-02,2018-03-28
"31526",2018-04-02,2018-04-02
"31527",2018-04-02,2018-04-03
"31528",2018-04-02,2018-04-16
"31529",2018-04-02,2018-04-02
"31530",2018-04-02,2018-04-28
"31531",2018-04-02,2018-04-06
"31532",2018-04-02,2018-04-25
"31533",2018-04-02,2018-04-18
"31534",2018-04-02,2018-04-08
"31535",2018-04-02,2018-04-08
"31536",2018-04-02,2018-04-02
"31537",2018-04-02,2018-04-02
"31538",2018-04-02,2018-04-05
"31539",2018-04-02,2018-04-02
"31540",2018-04-02,2018-04-02
"31541",2018-04-02,2018-04-02
"31542",2018-04-02,2018-04-04
"31545",2018-04-02,2018-04-05
"31546",2018-04-02,2018-04-15
"31547",2018-04-02,2018-04-26
"31548",2018-04-02,2018-04-02
"31549",2018-04-02,2018-04-02
"31551",2018-04-02,2018-04-11
"31552",2018-04-02,2018-04-02
"31553",2018-04-02,2018-04-02
"31554",2018-04-02,2018-03-31
"31555",2018-04-03,2018-04-07
"31556",2018-04-03,2018-04-19
"31557",2018-04-03,2018-04-03
"31558",2018-04-03,2018-04-03
"31559",2018-04-03,2018-04-03
"31560",2018-04-03,2018-04-03
"31561",2018-04-03,2018-04-10
"31562",2018-04-03,2018-04-30
"31563",2018-04-03,2018-04-03
"31564",2018-04-03,2018-04-07
"31565",2018-04-03,2018-04-03
"31566",2018-04-03,2018-04-03
"31567",2018-04-03,2018-04-14
"31568",2018-04-03,2018-04-03
"31569",2018-04-03,2018-04-03
"31570",2018-04-03,2018-04-04
"31571",2018-04-03,2018-04-02
"31572",2018-04-03,2018-04-03
"31573",2018-04-03,2018-04-06
"31574",2018-04-03,2018-04-25
"31575",2018-04-03,2018-04-03
"31576",2018-04-03,2018-04-04
"31577",2018-04-03,2018-04-26
"31578",2018-04-03,2018-04-06
"31579",2018-04-03,2018-04-22
"31580",2018-04-03,2018-04-16
"31581",2018-04-03,2018-04-04
"31582",2018-04-03,2018-04-03
"31583",2018-04-03,2018-04-30
"31584",2018-04-03,2018-04-04
"31585",2018-04-03,2018-04-03
"31586",2018-04-03,2018-04-12
"31587",2018-04-03,2018-04-04
"31588",2018-04-03,2018-04-06
"31589",2018-04-03,2018-04-10
"31590",2018-04-03,2018-04-05
"31591",2018-04-03,2018-04-05
"31592",2018-04-03,2018-04-04
"31593",2018-04-03,2018-04-15
"31594",2018-04-03,2018-04-03
"31595",2018-04-03,2018-04-01
"31597",2018-04-04,2018-04-04
"31600",2018-04-04,2018-04-04
"31601",2018-04-04,2018-04-04
"31602",2018-04-04,2018-04-01
"31603",2018-04-04,2018-04-25
"31604",2018-04-04,2018-04-04
"31605",2018-04-04,2018-04-07
"31606",2018-04-04,2018-04-30
"31608",2018-04-04,2018-04-04
"31609",2018-04-04,2018-04-01
"31613",2018-04-04,2018-04-30
"31614",2018-04-04,2018-04-01
"31615",2018-04-04,2018-04-30
"31617",2018-04-04,2018-04-14
"31618",2018-04-04,2018-04-12
"31619",2018-04-04,2018-04-03
"31620",2018-04-04,2018-04-04
"31621",2018-04-04,2018-04-10
"31622",2018-04-04,2018-04-29
"31623",2018-04-04,2018-04-05
"31624",2018-04-04,2018-04-04
"31625",2018-04-04,2018-04-19
"31626",2018-04-04,2018-04-15
"31628",2018-04-04,2018-04-06
"31632",2018-04-04,2018-04-06
"31633",2018-04-04,2018-04-22
"31634",2018-04-04,2018-04-28
"31636",2018-04-04,2018-04-15
"31637",2018-04-04,2018-04-04
"31638",2018-04-04,2018-04-14
"31639",2018-04-04,2018-04-30
"31640",2018-04-04,2018-04-04
"31641",2018-04-04,2018-04-11
"31643",2018-04-04,2018-04-05
"31644",2018-04-04,2018-04-19
"31645",2018-04-04,2018-04-11
"31646",2018-04-04,2018-04-04
"31647",2018-04-04,2018-04-11
"31648",2018-04-04,2018-04-04
"31649",2018-04-04,2018-04-05
"31650",2018-04-04,2018-04-15
"31651",2018-04-04,2018-04-04
"31652",2013-03-22,2018-04-02
"31653",2017-08-10,2017-08-30
"31654",2017-08-07,2017-09-10
"31655",2017-06-19,2017-08-06
"31656",2017-05-16,2017-08-07
"31657",2017-08-14,2017-09-05
"31658",2017-07-27,2017-08-19
"31659",2017-07-10,2017-09-01
"31660",2014-08-20,2017-09-07
"31661",2017-08-25,2017-10-01
"31662",2017-05-12,2017-06-01
"31663",2017-05-17,2017-07-01
"31664",2017-09-16,2017-10-01
"31666",2017-07-25,2017-09-21
"31669",2017-06-30,2017-06-29
"31670",2017-03-28,2017-05-22
"31671",2017-06-21,2017-07-23
"31674",2017-04-03,2017-05-22
"31675",2018-02-01,2018-04-12
"31676",2016-03-03,2017-08-01
"31678",2017-05-23,2017-06-11
"31679",2017-10-18,2017-10-01
"31680",2017-05-09,2017-06-06
"31682",2017-05-15,2017-07-01
"31685",2017-06-21,2017-08-13
"31686",2017-04-24,2017-07-02
"31687",2016-07-18,2017-07-27
"31688",2017-10-04,2018-01-01
"31690",2017-09-21,2017-11-08
"31693",2016-11-08,2017-11-14
"31694",2016-11-08,2017-11-14
"31696",2017-10-26,2017-11-16
"31697",2017-10-17,2017-11-09
"31698",2018-01-29,2018-02-14
"31699",2017-10-18,2017-11-10
"31700",2017-11-03,2017-12-01
"31704",2017-09-07,2017-11-10
"31705",2016-11-09,2017-07-27
"31706",2017-07-27,2017-11-10
"31707",2017-09-05,2017-12-01
"31708",2017-09-14,2017-11-14
"31709",2017-10-19,2017-12-03
"31710",2016-11-10,2017-06-15
"31711",2017-10-10,2018-01-15
"31712",2017-09-13,2017-11-13
"31714",2017-09-13,2017-11-14
"31715",2016-11-14,2017-05-23
"31716",2017-09-13,2017-11-28
"31717",2017-11-01,2017-11-16
"31718",2017-11-01,2017-11-16
"31719",2017-09-19,2017-12-03
"31721",2018-01-04,2018-01-08
"31722",2017-09-12,2017-11-30
"31723",2017-06-09,2017-06-30
"31725",2017-09-12,2017-11-15
"31726",2017-09-30,2017-11-30
"31727",2017-10-27,2017-12-11
"31728",2017-09-14,2017-11-16
"31729",2017-11-17,2017-11-17
"31730",2017-08-09,2017-10-15
"31731",2017-09-14,2017-11-24
"31732",2017-09-12,2017-11-26
"31733",2017-10-05,2017-11-18
"31734",2017-10-04,2018-01-01
"31736",2017-09-19,2017-12-04
"31737",2017-11-04,2018-01-15
"31738",2017-10-11,2018-01-01
"31739",2017-09-07,2017-11-22
"31740",2017-09-12,2017-11-30
"31741",2017-12-21,2017-12-27
"31742",2017-12-08,2018-01-23
"31743",2017-09-05,2017-10-29
"31744",2017-09-22,2017-12-15
"31745",2017-08-28,2017-12-20
"31746",2016-12-19,2017-05-15
"31747",2017-10-05,2018-01-01
"31748",2017-10-04,2018-01-02
"31749",2016-12-19,2017-04-12
"31750",2016-12-19,2017-08-01
"31751",2017-10-06,2018-01-15
"31752",2016-12-22,2017-04-01
"31753",2016-12-22,2017-04-07
"31754",2017-11-10,2017-12-22
"31755",2017-12-11,2018-01-26
"31756",2016-12-22,2017-04-15
"31757",2016-12-23,2017-06-08
"31758",2017-10-10,2018-01-01
"31759",2017-10-04,2018-01-01
"31760",2017-10-09,2018-01-05
"31762",2016-12-29,2017-10-21
"31763",2017-12-08,2018-01-04
"31764",2017-02-01,2017-07-14
"31765",2017-02-01,2017-05-06
"31767",2017-02-01,2017-05-18
"31768",2017-02-01,2017-04-01
"31769",2017-02-01,2017-05-22
"31770",2017-02-01,2017-04-01
"31771",2017-02-01,2017-04-10
"31774",2017-12-12,2018-02-01
"31775",2017-02-01,2017-04-23
"31776",2017-02-01,2017-04-25
"31777",2017-02-01,2017-08-15
"31778",2017-05-24,2017-08-10
"31779",2017-05-24,2017-06-18
"31780",2017-05-24,2017-06-01
"31781",2017-05-24,2017-06-15
"31783",2017-05-24,2017-09-12
"31784",2017-05-24,2017-08-01
"31785",2017-05-24,2017-06-01
"31786",2017-05-24,2017-06-01
"31787",2017-05-24,2017-05-24
"31788",2017-05-24,2017-08-01
"31791",2017-05-24,2017-05-28
"31792",2017-05-24,2017-06-01
"31793",2017-05-24,2017-06-01
"31794",2017-05-24,2017-05-24
"31795",2017-05-24,2017-06-01
"31796",2017-05-24,2017-06-15
"31797",2017-05-24,2017-05-25
"31798",2017-05-24,2017-05-24
"31799",2017-05-24,2017-07-20
"31800",2017-05-24,2017-06-14
"31801",2017-05-24,2017-05-26
"31802",2017-05-24,2017-05-24
"31804",2017-05-24,2017-06-01
"31805",2017-05-24,2017-06-01
"31808",2017-05-24,2017-06-01
"31809",2017-05-24,2017-06-15
"31810",2017-05-24,2017-11-15
"31811",2017-05-24,2017-05-25
"31812",2017-05-24,2017-05-24
"31813",2017-07-25,2017-10-02
"31814",2017-07-25,2017-08-02
"31815",2017-07-25,2017-09-28
"31816",2017-07-25,2017-07-25
"31818",2017-07-25,2017-07-25
"31819",2017-07-25,2017-08-16
"31820",2017-08-25,2017-08-25
"31821",2017-08-25,2017-08-25
"31822",2017-08-25,2017-08-26
"31823",2017-08-25,2017-09-30
"31825",2017-08-25,2017-08-25
"31827",2017-08-25,2017-09-01
"31828",2017-08-25,2017-08-25
"31829",2017-08-25,2017-10-15
"31830",2017-08-25,2017-09-01
"31832",2017-08-25,2017-09-01
"31834",2017-08-25,2017-09-11
"31835",2017-08-25,2017-09-28
"31836",2017-08-25,2017-10-01
"31838",2017-08-25,2017-09-30
"31839",2017-08-25,2017-09-28
"31840",2017-08-25,2017-09-28
"31841",2017-08-25,2017-10-03
"31842",2017-08-25,2017-09-17
"31843",2017-08-25,2017-09-10
"31845",2017-08-25,2017-08-31
"31846",2017-08-25,2017-08-25
"31847",2017-08-25,2017-09-12
"31848",2017-08-25,2017-08-25
"31849",2017-08-25,2017-08-30
"31850",2017-08-25,2017-09-15
"31852",2017-08-26,2017-10-01
"31853",2017-08-26,2017-09-04
"31854",2017-08-26,2017-09-24
"31855",2017-08-26,2017-09-30
"31856",2017-08-27,2017-09-08
"31858",2017-08-28,2017-09-15
"31860",2017-08-28,2017-08-31
"31862",2017-08-28,2017-10-01
"31863",2017-08-28,2017-09-01
"31864",2017-08-28,2017-08-28
"31866",2017-08-28,2017-08-28
"31867",2017-08-28,2017-11-17
"31869",2017-08-28,2017-10-01
"31870",2017-08-28,2017-08-28
"31872",2017-08-28,2017-10-02
"31873",2017-08-28,2017-08-28
"31875",2017-08-28,2017-10-19
"31876",2017-08-28,2017-09-01
"31877",2017-08-28,2017-09-22
"31878",2017-08-28,2017-09-01
"31884",2017-08-28,2017-11-01
"31885",2017-08-28,2017-09-08
"31887",2017-08-28,2017-09-13
"31888",2017-08-28,2017-08-31
"31891",2017-08-28,2017-09-03
"31892",2017-08-28,2017-08-31
"31893",2017-08-28,2017-09-09
"31894",2017-08-28,2017-09-15
"31895",2017-08-28,2017-08-23
"31897",2017-08-28,2017-08-31
"31898",2017-08-28,2017-08-28
"31899",2017-08-28,2017-08-31
"31900",2017-08-28,2017-09-01
"31903",2017-08-28,2017-12-07
"31904",2017-08-28,2017-08-30
"31905",2017-08-28,2017-08-28
"31906",2017-08-28,2017-09-11
"31907",2017-08-28,2017-08-29
"31908",2017-08-28,2017-08-28
"31909",2017-08-28,2017-08-28
"31910",2017-08-28,2017-10-01
"31911",2017-08-28,2017-09-15
"31912",2017-08-28,2017-09-01
"31913",2017-08-28,2017-11-20
"31916",2017-08-31,2017-09-30
"31918",2017-08-29,2017-11-01
"31919",2017-08-29,2017-09-01
"31921",2017-08-29,2017-09-01
"31923",2017-09-12,2017-09-14
"31924",2017-08-30,2017-08-31
"31925",2017-08-31,2017-08-31
"31926",2017-08-29,2017-08-28
"31927",2017-08-29,2017-09-11
"31928",2017-08-31,2017-09-15
"31929",2017-08-28,2017-08-30
"31930",2017-08-28,2017-09-01
"31933",2017-09-27,2017-10-08
"31934",2017-08-28,2017-08-28
"31935",2017-08-28,2017-10-18
"31936",2017-08-28,2017-08-25
"31938",2017-08-28,2017-09-01
"31941",2017-08-28,2017-09-11
"31942",2017-08-28,2017-09-01
"31943",2017-08-28,2017-08-28
"31944",2017-08-28,2017-10-01
"31945",2017-08-28,2017-10-19
"31946",2017-08-28,2017-09-01
"31947",2017-08-28,2017-09-21
"31948",2017-08-28,2017-10-08
"31949",2017-08-28,2017-10-01
"31950",2017-08-28,2017-09-15
"31951",2017-08-28,2017-08-29
"31952",2017-08-28,2017-10-03
"31953",2017-08-28,2017-10-01
"31954",2017-08-28,2017-08-28
"31955",2017-08-28,2017-09-01
"31956",2017-08-28,2017-09-09
"31957",2017-08-28,2017-09-07
"31958",2017-08-28,2017-10-10
"31960",2017-08-28,2017-09-01
"31961",2017-08-28,2017-09-22
"31962",2017-08-28,2017-09-01
"31964",2017-08-28,2017-08-28
"31965",2017-08-28,2017-10-10
"31966",2017-08-28,2017-10-11
"31967",2017-08-28,2017-09-01
"31968",2017-08-28,2017-09-23
"31969",2017-08-28,2017-10-20
"31970",2017-08-28,2017-08-28
"31972",2017-08-28,2017-09-01
"31973",2017-08-28,2017-09-05
"31974",2017-08-28,2017-09-12
"31975",2017-08-28,2017-08-28
"31976",2017-08-28,2017-08-29
"31977",2017-08-28,2017-10-01
"31978",2017-08-28,2017-09-01
"31979",2017-08-28,2017-10-01
"31982",2017-08-28,2017-09-29
"31983",2017-08-28,2017-09-01
"31984",2017-08-28,2017-09-04
"31985",2017-08-28,2017-09-01
"31986",2017-08-28,2017-09-01
"31987",2017-08-28,2017-08-30
"31988",2017-08-28,2017-08-31
"31989",2017-08-28,2017-09-01
"31990",2017-08-28,2017-08-28
"31991",2017-08-28,2017-09-01
"31992",2017-08-28,2017-08-28
"31993",2017-08-28,2017-09-01
"31994",2017-08-28,2017-09-01
"31995",2017-08-28,2017-09-01
"31996",2017-08-28,2017-09-01
"31997",2017-08-28,2017-10-11
"31998",2017-08-28,2017-10-15
"31999",2017-08-28,2017-09-11
"32000",2017-08-28,2017-09-01
"32002",2017-08-28,2017-09-29
"32004",2017-08-29,2017-09-15
"32007",2017-08-29,2017-09-01
"32008",2017-08-29,2017-09-01
"32009",2017-08-29,2017-09-01
"32011",2017-08-29,2017-09-06
"32012",2017-08-29,2017-09-14
"32013",2017-08-29,2017-09-01
"32014",2017-08-29,2017-10-11
"32015",2017-08-29,2017-10-17
"32017",2017-08-29,2017-09-11
"32019",2017-08-29,2017-10-02
"32020",2017-08-29,2017-08-31
"32021",2017-08-29,2017-09-01
"32022",2017-08-29,2017-09-01
"32023",2017-08-29,2017-09-01
"32025",2017-08-29,2017-09-20
"32026",2017-08-29,2017-08-31
"32027",2017-08-29,2017-08-31
"32028",2017-08-29,2017-10-30
"32029",2017-08-29,2017-10-01
"32031",2017-08-29,2017-10-01
"32032",2017-08-29,2017-09-04
"32033",2017-08-29,2017-09-20
"32036",2017-08-29,2017-11-01
"32037",2017-08-29,2017-08-30
"32038",2017-08-29,2017-08-31
"32039",2017-08-29,2017-09-27
"32041",2017-08-29,2017-08-29
"32042",2017-08-29,2017-09-14
"32043",2017-08-29,2017-09-29
"32044",2017-08-29,2017-09-01
"32045",2017-08-29,2017-09-23
"32046",2017-08-29,2017-09-01
"32047",2017-08-29,2017-09-01
"32049",2017-08-29,2017-10-01
"32050",2017-08-29,2017-10-01
"32051",2017-08-29,2017-10-01
"32053",2017-08-29,2017-09-10
"32054",2017-08-29,2017-08-30
"32055",2017-08-29,2017-10-01
"32056",2017-08-29,2017-08-30
"32057",2017-08-29,2017-09-02
"32059",2017-08-29,2017-08-29
"32061",2017-08-29,2017-09-30
"32062",2017-08-29,2017-09-08
"32063",2017-08-29,2017-09-13
"32064",2017-08-29,2017-08-29
"32066",2017-08-29,2017-11-02
"32067",2017-08-29,2017-08-30
"32068",2017-08-29,2017-09-05
"32069",2017-08-29,2017-08-29
"32070",2017-08-29,2017-09-07
"32071",2017-08-29,2017-09-01
"32072",2017-08-29,2017-09-01
"32073",2017-08-29,2017-08-29
"32074",2017-08-29,2017-09-07
"32076",2017-08-29,2017-11-07
"32077",2017-08-29,2017-09-01
"32078",2017-08-29,2017-09-01
"32079",2017-08-29,2017-09-29
"32080",2017-08-29,2017-09-20
"32081",2017-08-29,2017-10-02
"32082",2017-08-29,2017-09-05
"32083",2017-08-29,2017-10-01
"32084",2017-09-01,2017-09-15
"32085",2017-08-31,2017-09-01
"32088",2017-09-01,2017-09-01
"32091",2017-09-07,2017-09-14
"32093",2017-08-30,2017-08-30
"32094",2017-08-29,2017-10-01
"32097",2017-08-29,2017-09-21
"32098",2017-08-29,2017-10-23
"32099",2017-08-29,2017-10-25
"32100",2017-08-29,2017-10-25
"32101",2017-08-29,2017-09-20
"32103",2017-08-29,2017-09-18
"32104",2017-08-29,2017-08-29
"32105",2017-08-29,2017-09-08
"32107",2017-08-29,2017-09-15
"32108",2017-08-29,2017-09-13
"32109",2017-08-29,2017-09-01
"32110",2017-08-29,2017-09-24
"32111",2017-08-29,2017-08-31
"32112",2017-08-29,2017-09-27
"32113",2017-08-29,2017-09-01
"32115",2017-08-29,2017-09-11
"32116",2017-08-29,2017-08-29
"32117",2017-08-29,2017-09-01
"32118",2017-08-29,2017-09-01
"32119",2017-08-29,2017-08-31
"32120",2017-08-29,2017-09-06
"32122",2017-08-29,2017-09-15
"32124",2017-08-29,2017-09-01
"32125",2017-08-29,2017-10-01
"32126",2017-08-29,2017-09-01
"32127",2017-08-29,2017-10-01
"32128",2017-08-29,2017-09-10
"32129",2017-08-29,2017-09-17
"32130",2017-08-29,2017-09-27
"32131",2017-08-29,2018-03-21
"32134",2017-08-29,2017-10-08
"32135",2017-08-29,2017-10-04
"32139",2017-08-29,2017-08-29
"32140",2017-08-29,2017-09-01
"32141",2017-08-29,2017-08-29
"32142",2017-08-29,2017-09-01
"32143",2017-08-29,2017-09-09
"32144",2017-08-29,2017-10-05
"32145",2017-08-29,2017-10-17
"32146",2017-08-29,2017-09-05
"32148",2017-08-29,2017-10-08
"32149",2017-08-29,2017-09-21
"32150",2017-08-29,2017-09-23
"32151",2017-08-29,2017-08-29
"32152",2017-08-29,2017-09-06
"32153",2017-08-29,2017-10-01
"32154",2017-08-29,2017-08-29
"32155",2017-08-29,2017-10-01
"32157",2017-08-29,2017-08-29
"32158",2017-08-29,2017-10-01
"32160",2017-08-29,2017-09-01
"32161",2017-08-29,2017-09-07
"32162",2017-08-29,2017-08-31
"32164",2017-08-29,2017-09-15
"32165",2017-08-29,2017-08-29
"32169",2017-08-29,2017-10-01
